,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
10438,Столовая,878846581,столовая,Южный административный округ,район Чертаново Центральное,"город Москва, Днепропетровский проезд, дом 4А",128,37.61881320311902,55.61819408427367,"{type=Point, coordinates=[37.61881320311902, 55.61819408427367]}"
10451,Донер и Филатель,878846634,столовая,Центральный административный округ,район Замоскворечье,"город Москва, Кожевническая улица, дом 5",4,37.6440023432636,55.73020421805552,"{type=Point, coordinates=[37.6440023432636, 55.73020421805552]}"
10458,Столовая,878846663,столовая,Восточный административный округ,район Гольяново,"город Москва, Монтажная улица, дом 2А, строение 1",75,37.76736067893862,55.81632914914103,"{type=Point, coordinates=[37.76736067893862, 55.816329149141026]}"
10474,Буфет,878846753,столовая,Северо-Восточный административный округ,район Марфино,"город Москва, Гостиничный проезд, дом 4Б",60,37.57736091769185,55.84343275149025,"{type=Point, coordinates=[37.57736091769185, 55.84343275149025]}"
10477,Столовая,878846775,столовая,Южный административный округ,район Зябликово,"город Москва, Ореховый бульвар, владение 26, корпус 2",17,37.75654045207084,55.61324254965027,"{type=Point, coordinates=[37.75654045207083, 55.61324254965027]}"
10479,Булочная №10,878846787,столовая,Юго-Восточный административный округ,район Лефортово,"город Москва, Авиамоторная улица, дом 28/6",0,37.72025808792169,55.745977582485956,"{type=Point, coordinates=[37.72025808792169, 55.745977582485956]}"
10480,Пекарня «Супер пирог»,878846790,столовая,Центральный административный округ,Красносельский район,"город Москва, Краснопрудная улица, дом 22-24",0,37.66557934271432,55.77828095394757,"{type=Point, coordinates=[37.66557934271432, 55.778280953947565]}"
10489,Шаурма,878846857,столовая,Юго-Западный административный округ,район Котловка,"город Москва, Нагорная улица, дом 12, корпус 1",0,37.607915482429455,55.680946945041214,"{type=Point, coordinates=[37.607915482429455, 55.68094694504122]}"
10500,Закусочная,878846916,столовая,Южный административный округ,район Бирюлёво Восточное,"город Москва, Загорьевская улица, владение 10, корпус 2, строение 2",0,37.67802517107877,55.57945115309885,"{type=Point, coordinates=[37.678025171078765, 55.57945115309885]}"
10511,ШАШЛЫЧНАЯ,878846950,столовая,Восточный административный округ,район Метрогородок,"город Москва, Тагильская улица, дом 4, строение 15",16,37.75110753820791,55.81920565126574,"{type=Point, coordinates=[37.75110753820791, 55.81920565126574]}"
