,Unnamed: 0,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData,SeatClass
302,1664,ЯКИТОРИЯ,637477644,ресторан,Северо-Западный административный округ,район Щукино,"город Москва, Авиационная улица, дом 66",92,37.459434003488006,55.81065369398714,"{type=Point, coordinates=[37.45943400348802, 55.81065369398715]}",Средний
303,1665,РЕСТОРАН «ROTONDA»,637477645,ресторан,Северо-Западный административный округ,район Щукино,"город Москва, Авиационная улица, дом 79",90,37.4501248823228,55.80738133126761,"{type=Point, coordinates=[37.4501248823228, 55.8073813312676]}",Средний
304,1674,"Ресторан «Виа Романо», «Йоркшир»",637478039,ресторан,Северный административный округ,район Ховрино,"город Москва, улица Лавочкина, дом 34",97,37.4928632007669,55.8568749743727,"{type=Point, coordinates=[37.4928632007669, 55.8568749743727]}",Средний
305,1678,Фьюжн,637478121,ресторан,Северный административный округ,район Восточное Дегунино,"город Москва, Дубнинская улица, дом 26, корпус 1",48,37.56016005561671,55.874389322862605,"{type=Point, coordinates=[37.5601600556167, 55.8743893228626]}",Маленький
306,1683,Ресторан «Брецель»,637478408,ресторан,Зеленоградский административный округ,район Силино,"город Москва, город Зеленоград, корпус 1130",45,37.18090800000001,55.99662982802013,"{type=Point, coordinates=[37.18090800000001, 55.996629828020126]}",Маленький
307,1684,Ресторан «Тануки»,637478436,ресторан,Зеленоградский административный округ,район Крюково,"город Москва, город Зеленоград, корпус 1805",156,37.1625,55.978924,"{type=Point, coordinates=[37.1625, 55.978924]}",Большой
308,1708,КОРЧМА ТАРАС БУЛЬБА,637479505,ресторан,Центральный административный округ,Басманный район,"город Москва, Бакунинская улица, дом 23-41",138,37.68432464466649,55.775557443137686,"{type=Point, coordinates=[37.6843246446665, 55.7755574431377]}",Большой
309,1714,Де Марко,637479751,ресторан,Центральный административный округ,Пресненский район,"город Москва, Краснопресненская набережная, дом 2/1",60,37.56861196470656,55.75465843818993,"{type=Point, coordinates=[37.568611964706555, 55.75465843818992]}",Маленький
310,1715,Кафе «317»,637479778,ресторан,Центральный административный округ,Пресненский район,"город Москва, Краснопресненская набережная, дом 2/1",72,37.56861196470656,55.75465843818993,"{type=Point, coordinates=[37.568611964706555, 55.75465843818992]}",Средний
311,1716,Ресторан «I like bar»,637479798,ресторан,Центральный административный округ,Таганский район,"город Москва, Марксистская улица, дом 7",68,37.6654150711116,55.7363933725569,"{type=Point, coordinates=[37.6654150711116, 55.7363933725569]}",Средний
