,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
960,Выпечка,637424187,to go,Северо-Восточный административный округ,район Бибирево,"город Москва, улица Пришвина, дом 17",2,37.603318197380766,55.88697609880862,"{type=Point, coordinates=[37.60331819738077, 55.88697609880862]}"
963,Домино'с Пицца,637424429,to go,Восточный административный округ,район Преображенское,"город Москва, Просторная улица, дом 6",13,37.71602107728835,55.80476587701925,"{type=Point, coordinates=[37.71602107728835, 55.80476587701925]}"
964,СтардогS,637424504,to go,Юго-Западный административный округ,Академический район,"город Москва, Профсоюзная улица, дом 2/22",0,37.57245830035252,55.687565868129354,"{type=Point, coordinates=[37.57245830035253, 55.687565868129354]}"
1023,Папа Джонс,637427057,to go,Западный административный округ,район Крылатское,"город Москва, Рублёвское шоссе, дом 28, корпус 1",9,37.421343358041206,55.7466461739752,"{type=Point, coordinates=[37.4213433580412, 55.7466461739752]}"
1030,Тандыр Кебаб,637427266,to go,Восточный административный округ,район Сокольники,"город Москва, Русаковская улица, дом 29",0,37.67721441545984,55.787717678419526,"{type=Point, coordinates=[37.67721441545983, 55.787717678419526]}"
1032,Твой кофе,637427397,to go,Северо-Восточный административный округ,Бутырский район,"город Москва, улица Руставели, дом 12/7, корпус А",15,37.593564864769654,55.812540685129434,"{type=Point, coordinates=[37.59356486476965, 55.81254068512943]}"
1038,Волконский,637427588,to go,Центральный административный округ,район Хамовники,"город Москва, Саввинская набережная, дом 19, строение 1Б",22,37.56499396499335,55.73433913804063,"{type=Point, coordinates=[37.56499396499335, 55.73433913804063]}"
1065,Домино'с пицца,637428677,to go,Юго-Восточный административный округ,район Текстильщики,"город Москва, Саратовская улица, дом 1, корпус 1",20,37.72959250065036,55.71400795403137,"{type=Point, coordinates=[37.72959250065036, 55.71400795403138]}"
1080,СушиШоп,637429571,to go,Восточный административный округ,район Соколиная Гора,"город Москва, Семёновский переулок, дом 18",10,37.714349598564816,55.78232218489708,"{type=Point, coordinates=[37.71434959856482, 55.78232218489708]}"
1096,Суши Сет,637430288,to go,Южный административный округ,Нагорный район,"город Москва, Симферопольский бульвар, дом 37, корпус 1",6,37.606293971191576,55.642824904094624,"{type=Point, coordinates=[37.606293971191576, 55.642824904094624]}"
1098,Пицца,637430395,to go,Восточный административный округ,район Восточное Измайлово,"город Москва, Сиреневый бульвар, дом 62",2,37.82801075977631,55.802865564899044,"{type=Point, coordinates=[37.828010759776305, 55.80286556489905]}"
1108,Домино'с Пицца,637430861,to go,Западный административный округ,район Солнцево,"город Москва, Солнцевский проспект, дом 11",15,37.40428272284389,55.64948030786919,"{type=Point, coordinates=[37.40428272284389, 55.64948030786919]}"
1109,Суши шоп,637430917,to go,Западный административный округ,район Солнцево,"город Москва, Солнцевский проспект, дом 26",4,37.40846727867205,55.649842793235216,"{type=Point, coordinates=[37.40846727867205, 55.64984279323522]}"
